trace_id,error_index,stated,hg_caught,critic_caught,note
PMC4020529,0,,True,True,HealthGuard flag 'CT showed dilated small-bowel loops up to 4.8 cm.' matches the wrong value; Critic flag on the same cl
PMC4020529,1,,True,False,HealthGuard flag 'Ki-67 is less than 10%.' matches the wrong value. Critic does not flag this specific incorrect cutoff;
PMC4020529,2,,False,True,Critic flag 'A low proliferative fraction like this is also below the usual high-grade concern threshold of 15% for Ki-6
PMC4052038,0,,False,False,No flag mentions the postoperative timeline (1 year vs 2 years after HTO).
PMC4052038,1,,True,False,HealthGuard flag 'Active knee motion is from 0° to 110°.' matches the incorrect ROM value; Critic has no flag about ROM.
PMC4052038,2,,True,True,HealthGuard flag exactly repeats the incorrect KL-grade statement; Critic flag on 'Kellgren–Lawrence grade III or higher
PMC4147826,0,,True,True,"HealthGuard explicitly flags ""The CT-reported left level II node measures 32 × 32 mm."" Critic flag 1 also explicitly say"
PMC4147826,1,,False,True,HealthGuard has no flag about the 15 mm threshold. Critic flag 1 explicitly addresses the same claim and says the thresh
PMC4147826,2,,True,True,"HealthGuard explicitly flags ""CT showed subtle bony erosion."" Critic flag 2 explicitly states this contradicts the refer"
PMC4223599,0,,False,False,"HealthGuard had no flags. Critic flagged the area statement as unsupported/non-necessary, but did not identify the speci"
PMC4223599,1,,False,True,Critic explicitly flagged the claim “AFP above about 10 ng/mL would usually be considered abnormal...” which matches the
PMC4223599,2,,False,False,HealthGuard had no flags. Critic did not flag the specific blood-flow localization error (central vs peripheral).
PMC4280803,0,,False,False,No flag mentions the incorrect dexamethasone suppression cortisol cutoff (<5 nmol/L vs ~<50 nmol/L).
PMC4280803,1,,False,False,No flag addresses the incorrect percent decline calculation (88% vs ~91.7%).
PMC4280803,2,,True,False,HealthGuard exactly flagged: 'The ovaries measured about 22 × 16 mm and 22 × 14 mm.' Critic did not mention ovarian dime
PMC4374329,0,,True,False,HealthGuard flagged the exact incorrect duration statement: 'That corresponds to about 18 months of chronic symptoms.'
PMC4374329,1,,False,False,No flag identified the specific incorrect tooth count of 9 vs correct 11.
PMC4374329,2,,False,False,No flag identified the specific incorrect ACE cutoff claim of about 40 U/L.
PMC4140119,0,,True,False,HealthGuard explicitly flagged: 'Neurologic deficits included hypoesthesia in the L5 dermatome.' Critic did not mention 
PMC4140119,1,,True,False,HealthGuard explicitly flagged: 'He had recurrence within 8 months after L3–L5 laminectomies.' (also repeated with right
PMC4140119,2,,True,True,Both flagged the same claim/value: HealthGuard flagged 'He has had Parkinson disease for about 17% of his life.' Critic 
PMC4140119,3,,False,True,Critic flagged: 'vertebral osteomyelitis is often accompanied by fever above 38.5°C...' which matches the incorrect feve
PMC4300562,0,,False,False,No flag mentions the incorrect disease duration ('about 30 months') or the correct value (28 months).
PMC4300562,1,,False,False,No flag addresses the erythroderma body-surface-area cutoff (>80% vs typically >90%).
PMC4300562,2,,True,True,HealthGuard directly flags 'Onset only at 6 months'. Critic catches it in the flag: 'the case data only states normal sk
PMC4446922,0,,False,False,Neither method flagged the incorrect MAP value of 130 mmHg vs correct 120 mmHg.
PMC4446922,1,,False,True,Critic caught it with the flag about 'many laboratories use a lower limit for C3 of 70 mg/dL' and explicitly states the 
PMC4446922,2,,True,True,HealthGuard caught it via flags 'The serum globulin fraction is about 3.8 g/dL.' and '...total protein 6.9 minus albumin
PMC4323579,0,,True,False,"HealthGuard flagged the same wrong fact: ""New lesions later appeared on the ring fingers."" Critic did not flag the finge"
PMC4323579,1,,False,True,"Critic explicitly flagged the incorrect conversion: ""38.2 °C, which converts to about 99.8 °F"" and corrected it to about"
PMC4323579,2,,False,False,Neither HealthGuard nor Critic flagged the specific timeline error of 48 hours vs 40 hours.
PMC4323579,3,,True,True,"Both flagged the same unsupported threshold claim: ""A CRP above 150 mg/L is generally taken as the threshold supporting "
PMC4470191,0,,True,False,"HealthGuard flagged the exact statement: ""The absolute neutrophil count corresponds to about 50% neutrophils."" This matc"
PMC4470191,1,,False,False,Neither method flagged the invented serum glucose value / CSF-to-serum glucose ratio claim.
PMC4470191,2,,True,True,"HealthGuard flagged ""A chest radiograph suggested a possible left lower lobe infiltrate"" and also included the correct c"
PMC4470191,3,,True,True,"Both flagged the exact incorrect claim: ""A CSF glucose under 40 mg/dL is generally considered normal in adults."""
PMC4506805,0,,False,True,Critic flag matched the specific wrong value: 'The MRI dimensions correspond to an approximate ellipsoid volume of 18.5 
PMC4506805,1,,True,False,HealthGuard directly flagged the incorrect timeline statement: 'The last menstrual period was about three weeks before p
PMC4506805,2,,False,True,Critic flag matched the specific unsupported cutoff claim: 'lesions under 10 cm with these features are especially reass
PMC4539463,0,,False,True,Critic flag 0 matches the specific wrong fact: estimated PaO2 of about 70 mmHg.
PMC4539463,1,,False,True,Critic flag 1 explicitly corrects 'three pneumothoraces' to two. HealthGuard repeats the wrong value rather than flaggin
PMC4539463,2,,False,True,Critic flag 3 identifies the specific incorrect cyst wall-thickness claim ('greater than 1 mm').
PMC4501462,0,,False,True,Critic flag 1 quotes the same wrong fact: 'Her pulse pressure is 50 mm Hg from a blood pressure of 128/68 mm Hg'.
PMC4501462,1,,False,False,No HealthGuard flags. No Critic flag mentions the BAL cell type/value mix-up of eosinophils vs macrophages.
PMC4501462,2,,False,False,No HealthGuard flags. No Critic flag identifies the specific wrong CD4:CD8 elevated-threshold claim (3.5:1 vs ~4:1).
PMC4664794,0,,False,False,No HealthGuard flags. No Critic flag mentions the 8 weeks vs 6 weeks timeline.
PMC4664794,1,,False,True,"Critic flag matches the same specific MAP claim: 'using 139/69 mm Hg, the mean arterial pressure is about 99 mm Hg.'"
PMC4664794,2,,False,False,"No HealthGuard flags. Critic discusses the inference from a normal ACE level, but does not flag the specific wrong refer"
PMC4506815,0,,False,True,Critic flag 1 matches the same wrong value: it explicitly flags the claim that the lesion’s approximate cylindrical volu
PMC4506815,1,,True,False,"HealthGuard flag matches the same wrong WBC value: 'The WBC is normal at 4,850/mm3.'"
PMC4506815,2,,False,False,Neither method flags the specific ABI cutoff error (<1.0 vs usual <0.90). The Critic discusses normal ABI/PAD inference 
PMC4689918,0,,False,True,"Critic flag 1 explicitly corrects the 13 cm sphere volume, stating it would be closer to 1,150 cm^3 rather than about 1,"
PMC4689918,1,,False,False,No HealthGuard flags. No Critic flag identifies the specific error of saying cytoplasmic myogenin negativity instead of 
PMC4689918,2,,False,True,Critic flag 4 directly flags the claim that alveolar rhabdomyosarcoma has FOXO1 fusions in well over 95% of cases as too
PMC4707795,0,,False,False,No flag mentions the unsupported 3-month duration or its absence.
PMC4707795,1,,False,True,Critic flag: 'specificity of roughly 95% for sarcoidosis...' explicitly matches the unsupported 95% specificity claim.
PMC4707795,2,,True,True,HealthGuard flags the exact claim about '>98% sensitivity on salivary aspirates'; Critic also flags the same claim and n
PMC4862300,0,,False,False,No flag mentions the BMI calculation or the correct BMI value.
PMC4862300,1,,False,True,Critic flag on the MRI/leukodystrophy statement explicitly challenges the 'before about 10 years' delayed-myelination cl
PMC4862300,2,,True,False,HealthGuard flag 'His head circumference is 46 cm.' matches the specific incorrect stated value; no Critic flag addresse
PMC5054479,0,,False,True,"Critic flag 1 explicitly says the SAAG calculation is incorrect: 1.3 - 0.1 = 1.2 g/dL, not 1.5 g/dL."
PMC5054479,1,,False,True,"Critic flag 4 explicitly states the usual nephrotic-range threshold is >3.5 g/day, not 4.0 g/day."
PMC5054479,2,,False,False,No HealthGuard flags. No Critic flag mentions the age being 10 vs correct age 9.
PMC4929803,0,,False,True,Critic flag on the anion gap claim explicitly says the calculated anion gap is unsupported because full electrolytes are
PMC4929803,1,,True,False,HealthGuard flag repeats the same incorrect creatinine value: 'The patient’s creatinine rose from 82 to 165 μmol/L.' No 
PMC4929803,2,,False,True,Critic flag explicitly targets the PT/aPTT cutoff claim ('above about 14 seconds' / 'roughly 40 seconds') as unsupported
PMC5237164,0,,False,False,HealthGuard repeats the same wrong value ('T8') rather than identifying the correct T9 level; Critic has no flag about t
PMC5237164,1,,False,False,Neither HealthGuard nor Critic flags the incorrect log10 decline calculation/value.
PMC5237164,2,,True,True,HealthGuard flag: 'The CSF glucose was above the usual lower limit of normal of 60 mg/dL.' Critic flag explicitly quotes
PMC5304560,0,,False,False,No HealthGuard flags. No Critic flag addresses the specific wrong volume value of 3.9 cm³ or the correct value ~3.07 cm³
PMC5304560,1,,False,True,Critic flag matched: “many soft tissue sarcomas raise concern when mitotic activity exceeds about 3 per 10 high-power fi
PMC5340649,0,,True,False,HealthGuard explicitly flagged the same wrong fact: 'His FEV1/FVC ratio is 68%.' Critic did not flag the 68% ratio error
PMC5340649,1,,True,True,HealthGuard flagged the correct counterpart: 'FVC can be estimated at about 87% predicted...' which identifies the trace
PMC5340649,2,,False,False,Neither HealthGuard nor Critic flagged the cold agglutinin cutoff error (>1:32 vs commonly cited >1:64).
PMC5382461,0,,True,False,HealthGuard flag matched exactly: 'Salient positive findings include a total 3-kg weight loss.' No Critic flag addresses
PMC5382461,1,,True,False,HealthGuard flag matched exactly: 'The patient had a documented negative PPD test 3 years earlier.' No Critic flag menti
PMC5382461,2,,False,True,Critic flag matched exactly: 'The increase in induration is about 20 mm...' with issue stating the exact increase cannot
PMC5731179,0,,True,False,HealthGuard flag exactly matches the wrong timeline: 'about 6 weeks after completing docetaxel chemotherapy.' Critic has
PMC5731179,1,,False,False,No flag addresses the 30 mL = 3 cL statement; in any case this injected item is not actually an error.
PMC5731179,2,,False,True,Critic flag exactly targets the same wrong threshold claim: 'many tap-test protocols use removal of at least 40 mL CSF..
PMC5676292,0,,True,False,HealthGuard flag exactly matches the wrong fact: 'CSF contained 3 lymphocytes/μL.' No Critic flag mentions the CSF lymph
PMC5676292,1,,False,False,Neither HealthGuard nor Critic flags mention the incorrect fluid balance value (~1080 mL vs correct -1282 mL).
PMC5676292,2,,False,False,"Critic flags the same statement about urine sodium >20 mmol/L, but only challenges it as too categorical/nonspecific; it"
PMC5484965,0,,True,False,HealthGuard explicitly flags the same incorrect BSA value: 'about 15% to 20% body surface area.' Critic has no flag abou
PMC5484965,1,,True,False,"HealthGuard again flags the same shifted BSA range ('15% to 20%'), which matches this duplicated error. Critic does not "
PMC5484965,2,,False,True,Critic explicitly flags the claim 'Loss of CD7 greater than 50% is often used as a supportive immunophenotypic threshold
PMC5799069,0,,False,False,No flag mentions the specific inguinal vs pelvic lymphadenopathy error.
PMC5799069,1,,False,True,Critic flag on MAP states 'about 74 mmHg' is roughly correct; this matches the stated value/correct counterpart.
PMC5799069,2,,False,True,"Critic flag on MAP identifies 74 mmHg as the roughly correct value, thereby catching the incorrect 'about 78 mmHg'."
PMC5799069,3,,False,False,No flag addresses the unsupported pack-year calculation or missing duration.
PMC5799069,4,,True,True,Both HealthGuard and Critic explicitly flag: 'An ESR above 20 mm/h is generally considered diagnostic of significant sys
PMC5807253,0,,False,False,No flag addresses the MAP calculation or the specific wrong value 53 mmHg vs 49 mmHg.
PMC5807253,1,,True,False,"HealthGuard flag repeats the same incorrect baseline creatinine: 'baseline of 0.68 mg/dL two months earlier,' which iden"
PMC5807253,2,,False,True,Critic directly flags the claim that osmolar gap 'generally needs to exceed 25 mOsm/kg to be considered clearly abnormal
PMC5821965,0,,True,True,HealthGuard flag 'The ascites has a low SAAG of less than 1.5 g/dL.' matches the wrong cutoff; Critic flag on 'low-SAAG 
PMC5821965,1,,False,False,"Critic mentions the 945 mm^2 calculation claim but explicitly says it is arithmetically correct, so it does not identify"
PMC5821965,2,,False,False,Neither method flags the omission/loss of the specific maximum peritoneal implant size of 16 mm or any contradictory siz
PMC6101595,0,,False,True,Critic flag matched: 'about 16 weeks of urinary hesitancy' vs case stating 4 months.
PMC6101595,1,,True,True,HealthGuard matched via β-catenin staining pattern flag; Critic explicitly matched 'membranous and nuclear' vs correct '
PMC6101595,2,,False,True,Critic flag matched the unsupported '>98% sensitive' colonoscopy claim.
PMC6047986,0,,False,True,Critic flag on the MAP claim explicitly quotes the wrong value 'mean arterial pressure is about 102 mmHg'.
PMC6047986,1,,True,False,HealthGuard flag explicitly quotes the wrong value 'The BMI is 16.8 kg/m2.'
PMC6047986,2,,True,True,HealthGuard flag quotes the wrong threshold 'usual upper limit of normal of about 2500 U/mL'; Critic flag on sIL-2R expl
PMC5977048,0,,False,False,No flag mentions the incorrect 17-year duration or the correct 7-year duration.
PMC5977048,1,,False,True,"Critic flag 2 states the case shows thickened 'ulnar and popliteal nerves,' which matches the correct counterpart and co"
PMC5977048,2,,False,True,Critic flag 3 directly quotes 'A fasting glucose below 126 mg/dL is generally considered normal' and challenges it. Heal
PMC6151222,0,,True,True,HealthGuard flag: 'The main pulmonary artery measured 3.4 cm.' Critic flag explicitly corrects this to 3.6 cm.
PMC6151222,1,,True,False,HealthGuard flag: 'A serum calcium of about 2.3 mmol/L is within the normal range.' Critic mentions the 2.3 mmol/L conve
PMC6151222,2,,False,True,Critic flag on ACE explicitly challenges the 'about 70 U/L' cutoff and cites the case reference range 14–82 U/L.
PMC6192136,0,,False,False,No flag addresses the incorrect 4-month timeline versus the correct 5-month course.
PMC6192136,1,,True,True,HealthGuard flag matches the wrong fact: 'CT showed an enlarged juxtacardiac lymph node.' Critic explicitly flags that '
PMC6192136,2,,False,True,Critic flag explicitly targets the claim 'modern urine NAAT ... generally over 99% sensitive' as too absolute/unsupporte
PMC6241168,0,,True,False,HealthGuard flag exactly matches the wrong fact: 'The pauses were up to 4 seconds.' Critic has no flag about pause durat
PMC6241168,1,,False,True,Critic flag quotes the exact wrong threshold statement 'usual preserved-EF threshold of 55%' and challenges that cutoff 
PMC6241168,2,,False,False,"HealthGuard has no flag about the gram conversion. Critic flags the sentence containing '180 mg, which is 0.36 g' but ex"
PMC6177042,0,,True,False,HealthGuard flag explicitly repeats the wrong lineage fact: 'paternal grandmother' vs correct maternal grandmother. No C
PMC6177042,1,,False,True,"Critic flag directly targets the same numeric claim: '40% corresponds to about 48,000 ectopic beats over 24 hours.' Heal"
PMC6177042,2,,False,True,"Critic flag directly addresses the same QTc threshold/misclassification claim, stating that lower thresholds apply in ch"
PMC6176474,0,,False,False,No HealthGuard flags. Critic flag mentions the 2–3 mm ptosis statement but only challenges the botulism-vs-MG inference 
PMC6176474,1,,False,True,"Critic flag 1 quotes the exact MAP claim: 'Based on 136/80 mmHg, his mean arterial pressure is about 102 mmHg...' which "
PMC6176474,2,,False,True,Critic flag 3 explicitly identifies the same wrong fact: 'pupils are usually involved only when the palpebral fissure is
PMC6243317,0,,False,False,"HealthGuard provided no flags. Critic flagged the inference from the amylase elevation, but did not identify the specifi"
PMC6243317,1,,False,False,HealthGuard provided no flags. Critic did not flag the specific wrong location 'third portion of the duodenal wall' vers
PMC6243317,2,,False,True,HealthGuard provided no flags. Critic explicitly flagged the claim using '>100 U/ml' as a concerning threshold for pancr
PMC6282426,0,,False,False,No flag mentions the incorrect FEV₁/FVC value 71% or the correct value 69%.
PMC6282426,1,,False,True,Critic flag: 'The absolute drop in oxygen saturation on the walk test is 9 percentage points...' with issue noting it sh
PMC6282426,2,,True,True,HealthGuard flag explicitly quotes 'upper reference limit of 225 U/L.' Critic flag on LDH states the reference range is 
PMC6335789,0,,True,True,"HealthGuard repeats the same wrong value in flag 1 ('MCV 57.7 fL'), which identifies the specific erroneous fact. Critic"
PMC6335789,1,,True,False,HealthGuard flag 2 explicitly identifies the same wrong post-transfusion hemoglobin estimate ('about 7.3 g/dL'). No Crit
PMC6335789,2,,True,True,HealthGuard flag 3 exactly matches the wrong claim about MCV <60 fL being macrocytic. Critic flag 1 explicitly flags tha
PMC6342725,0,,True,True,HealthGuard flagged the exact wrong dose statement ('150 mg/day'). Critic explicitly corrected it: 100 mg q12h = 200 mg/
PMC6342725,1,,True,False,HealthGuard flagged the exact wrong LVEF value ('60–65%'). Critic did not flag any statement about ejection fraction/LVE
PMC6342725,2,,True,True,HealthGuard flagged the exact wrong BNP threshold statement ('values above 100 pg/mL are generally considered diagnostic
PMC6556260,0,,True,False,"HealthGuard flagged the exact wrong fact: ""Her BMI is 17.4."" Critic did not mention BMI."
PMC6556260,1,,False,True,"Critic flagged the exact threshold mismatch: claim mentioning ""usual upper limit of 35 U/ml"" with issue noting the case "
PMC6421145,0,,False,False,No flag mentions the incorrect 12 mmHg value or the correct 16 mmHg calculation.
PMC6421145,1,,True,False,"HealthGuard explicitly flags: 'He had 7,688 premature ventricular contractions per day.' This matches the injected wrong"
PMC6421145,2,,False,False,"Critic flags the statement containing 'E/Ea ratio above 15,' but says it is 'broadly correct' and critiques overstatemen"
PMC6519488,0,,True,False,"HealthGuard flag 1 explicitly states the wrong site 'left common iliac vein thrombosis,' matching the injected error; no"
PMC6519488,1,,False,True,Critic flag 1 quotes the specific wrong value 'a drop of about 88%'; HealthGuard only says the fall is '>50%' and does n
PMC6519488,2,,False,True,Critic flag 2 directly identifies the incorrect 4Ts statement about requiring a platelet nadir below 30×10^9/L; HealthGu
PMC6557017,0,,False,False,No flag mentions the absolute monocyte count calculation or the correct value 3.78×10^3/mm^3.
PMC6557017,1,,True,False,HealthGuard flag matches the specific wrong fact: 'The lymphadenopathy included cervical adenopathy.' No Critic flag add
PMC6557017,2,,False,False,No flag identifies the incorrect AML blast threshold of 15% or states the correct 20% threshold.
PMC6656673,0,,False,True,"Critic flag on MMSE percentage explicitly says 19/30 ≈ 63%, not 67%."
PMC6656673,1,,False,False,HealthGuard repeats the same wrong fact ('left frontal lobe') rather than correcting/flagging it; Critic has no flag abo
PMC6656673,2,,False,True,Critic flag on hypocalcemia threshold explicitly challenges 'below about 9.0 mg/dL' as nonstandard.
PMC6709319,0,,False,False,No flag mentions the FEV1/FVC ratio or the 91% vs ~95% calculation.
PMC6709319,1,,True,True,HealthGuard flag exactly repeats the wrong fact: 'The acute opacities spared the lung apices.' Critic flag explicitly co
PMC6709319,2,,False,True,Critic flag directly targets the same threshold claim: 'a stimulation index generally needs to exceed about 180% to be c
PMC6726168,0,,True,False,"HealthGuard flag exactly repeats the incorrect AFP value '14,381 ng/mL'; Critic has no flag about the AFP numeric mismat"
PMC6726168,1,,False,True,"Critic flag exactly matches the incorrect claim that AFP >10,000 ng/mL is generally diagnostic of HCC; HealthGuard only "
PMC6726171,0,,False,False,No HealthGuard flags. No Critic flag addresses the specific wrong volume estimate of 17 mL vs ~15–16 mL.
PMC6726171,1,,False,False,"No HealthGuard flags. Critic flagged the sentence containing 'increased myoinositol and without elevated choline,' but o"
PMC6726171,2,,False,False,"This injected error is marked not applicable; neither method flagged the WHO grade 1 statement, and there is no actual e"
PMC6735545,0,,False,True,Critic flag on MAP claim quotes the specific wrong value 'about 95 mmHg' for 120/75 mmHg.
PMC6735545,1,,False,False,No flag identifies the specific wrong triglyceride threshold of 600 mg/dL versus 265 mg/dL.
PMC6735545,2,,True,True,HealthGuard flag repeats the wrong liver-edge value '2 cm below the right costal margin'; Critic explicitly states the r
PMC6815408,0,,True,False,HealthGuard flag exactly matches the wrong timeline statement: 'The paresthesia ascended to the trunk over 3 weeks.'
PMC6815408,1,,False,True,Critic flag quotes the same specific wrong statement about '4 infratentorial/spinal demyelinating lesions' and challenge
PMC6815408,2,,False,False,"Critic discusses nuance about McDonald criteria applicability, but does not flag the specific incomplete criterion wordi"
PMC6737792,0,,False,False,"Critic mentions the 161 mg/dL claim but says the eAG conversion is 'approximately correct,' so it does not identify the "
PMC6737792,1,,True,True,HealthGuard exactly flags 'The inter-eye visual acuity difference is 40 letters by Snellen equivalent.' Critic also flag
PMC6737792,2,,False,True,Critic flags the claim 'An HbA1c under 6.0% would generally be considered controlled' as introducing an arbitrary thresh
PMC7036447,0,,True,False,HealthGuard exactly flagged the wrong fact: 'intraretinal fluid' instead of subretinal fluid. Critic did not flag that s
PMC7036447,1,,True,True,Both flagged the same incorrect conversion: '20/20 corresponds to about 6/9 Snellen'; Critic explicitly gives the correc
PMC7036447,2,,False,True,Critic exactly flagged the HbA1c 6.5% neovascularization-threshold claim as unsupported/misleading and contrasted it wit
PMC7036531,0,,False,False,"No HealthGuard flags. Critic flags discuss mixing study/heparin/cancer association, not the incorrect conversion of 2 mo"
PMC7036531,1,,False,False,"No HealthGuard flags. Critic flags address overstatements about heparin effect and malignancy association, not the speci"
PMC7036531,2,,False,False,No HealthGuard flags. Critic flags do not identify the altered timeline detail ('10 weeks earlier' vs 2 months earlier) 
PMC7141725,0,,False,False,Neither method flagged the incorrect MAP value (~96 mm Hg vs correct ~102 mm Hg).
PMC7141725,1,,True,True,HealthGuard flag matched: 'urinalysis with granular casts.' Critic flag matched: 'Urinalysis with ... granular casts' wi
PMC7141725,2,,True,True,HealthGuard flag matched: 'A lipase more than 5 times the upper limit of normal is generally diagnostic for acute pancre
PMC7103037,0,,False,True,Critic flag 1 explicitly quotes the wrong MAP claim ('about 65 mmHg') from BP 90/60 mmHg.
PMC7103037,1,,False,True,Critic flag 3 explicitly quotes the incorrect threshold claim that morning cortisol <5 µg/dL is sufficient to confirm ad
PMC7103037,2,,False,False,Neither HealthGuard nor the Critic flags the specific incorrect combined adrenal mass measurement (6.9 × 3.7 × 5.4 cm).
PMC6928534,0,,True,True,HealthGuard flag: 'The initial post-transfusion hemoglobin increase was 0.8 g/dL.' Critic flag 5 references the correct 
PMC6928534,1,,False,False,No HealthGuard or Critic flag mentions the blast percentage or corrects 2% vs 1% blasts.
PMC6928534,2,,False,True,Critic flag 3 directly matches: 'Microcytosis is generally defined as an MCV below 70 fL in adults' and states this thre
PMC7205540,0,,False,True,Critic flag 1 explicitly identifies the wrong ANC 'about 1.2×10^3/μL' and corrects it to 0.94×10^3/μL. HealthGuard had n
PMC7205540,1,,False,False,"No HealthGuard flags. Critic flag 2 discusses the severe aplastic anemia criteria statement, but it does not identify th"
PMC7205540,2,,False,False,"No HealthGuard flags, and no Critic flag mentions the hepatitis D vs hepatitis E substitution."
PMC7284055,0,,False,True,Critic flag 0 explicitly quotes the wrong threshold '1.0 mg/L' and challenges the asserted cutoff.
PMC7284055,1,,False,True,"Critic flag 1 explicitly quotes 'totals 13%' when combining plasma cells and lymphocytes, matching the arithmetic error."
PMC7284055,2,,False,False,"No flag addresses the bacteria/nocardia/mycobacteria/fungi vs fungus wording, and the injected item is not actually an e"
PMC7362425,0,,False,False,Neither method flagged the MAP value/miscalculation.
PMC7362425,1,,True,True,HealthGuard flag matched exactly: 'The urea was 6.7 mmol/L.' Critic also matched via the first claim's issue noting urea
PMC7362425,2,,False,False,Neither method flagged the ARR screening threshold of 20 vs commonly used ~30 ng/dL per ng/mL/h.
PMC7463383,0,,True,False,HealthGuard flagged the same wrong fact: 'The last trastuzumab emtansine dose was 24 days before presentation.' Critic d
PMC7463383,1,,True,True,HealthGuard flagged both supporting wrong statements: 'The patient had 15 infusions over 26 days.' and 'This averages ab
PMC7463383,2,,False,False,Neither method flagged the incorrect hemoptysis threshold of '>30 mL/day' or provided the correct higher range.
PMC7501920,0,,False,True,Critic flag on the MAP claim explicitly says 74 mm Hg is incorrect and gives the correct MAP ≈ 70 mm Hg.
PMC7501920,1,,False,True,"Critic flag on the HLH ferritin threshold explicitly rejects the 30,000 ng/mL cutoff and notes lower ferritin levels can"
PMC7501920,2,,True,False,"HealthGuard flag repeats the specific incorrect leukopenia value '1.96 ×10⁹/L,' matching the injected wrong fact; Critic"
PMC7443985,0,,True,False,"HealthGuard flag exactly repeats the incorrect urine protein-creatinine ratio '1.2 g/g', matching the injected error. No"
PMC7443985,1,,False,True,"Critic flag on the corticosteroid threshold explicitly discusses the '>15 mg/day' threshold being presented too firmly, "
PMC7443985,2,,False,False,Neither HealthGuard nor Critic flags mention the 'about 90%' calculation or the correct 100% increase.
PMC7546059,0,,True,False,HealthGuard explicitly flagged the incorrect 'Over the last 6 months...' statements; Critic did not address the 6 vs 8 m
PMC7546059,1,,True,False,HealthGuard explicitly flagged 'The patient is 26 years old.'; Critic did not flag the wrong age value.
PMC7546059,2,,True,True,"Both flagged the same specific unsupported age-cutoff claim: 'In adults younger than 25 years, an apical lung primary wo"
PMC7568165,0,,False,False,No flag mentions the MAP calculation or the incorrect value 125 mmHg.
PMC7568165,1,,True,False,HealthGuard flag matched the same wrong fact: 'The patient’s Glasgow Coma Scale score was 4.' Critic did not address GCS
PMC7568165,2,,False,True,"Critic’s first flag explicitly targets the same incorrect Hunter criteria statement, including that it is not a simple f"
PMC7676809,0,,False,True,Critic flag 1 quotes the same wrong fact: 'mean arterial pressure is about 97 mm Hg'.
PMC7676809,1,,False,False,No HealthGuard flags. No Critic flag mentions the CRP cutoff or its correct range.
PMC7676809,2,,False,False,No HealthGuard flags. Critic discusses overcalling ureter/appendix but does not flag the specific wrong value 'external 
PMC7752573,0,,False,True,Critic flag 1 matches the specific wrong calcium-phosphate product value ('about 35 mg^2/dL^2' vs 32.94).
PMC7752573,1,,True,False,HealthGuard flag matches the specific wrong age statement: 'Bilateral sensorineural hearing loss was identified at age 5
PMC7752573,2,,False,True,Critic flag 2 matches the unsupported specific threshold claim that PTH would need to be above roughly 100 pg/mL.
PMC7813055,0,,False,False,"No flag mentions the ANC calculation or the specific wrong value 15,500/µL versus 16,518/µL."
PMC7813055,1,,True,False,HealthGuard flag: 'She had markedly elevated ESR of 124 mm/h.' This repeats the same incorrect ESR value. No Critic flag
PMC7813055,2,,False,True,Critic flag explicitly identifies the same threshold error: it quotes 'moderate ARDS (<150)' and states the correct Berl
PMC7845154,0,,False,False,No HealthGuard flags. Critic did not flag the CEA multiple or the ULN calculation.
PMC7845154,1,,False,True,Critic flag matched: “The left supraclavicular node measured 8 mm...” — this points to the same specific wrong node size
PMC7845154,2,,False,False,No HealthGuard flags. Critic did not flag the incorrect CEA upper limit of normal/cutoff value.
PMC7873790,0,,True,False,"HealthGuard flagged the exact incorrect ferritin value: ""Her ferritin is 833 ng/mL."" Critic did not flag ferritin."
PMC7873790,1,,False,False,"Critic flagged the unsupported inference about hemodynamic compromise, but explicitly said the MAP calculation was rough"
PMC7873790,2,,False,True,"Critic flagged the exact age-threshold error: ""over age 55"" should be age 50 and older. HealthGuard had no related flag."
PMC7850611,0,,False,True,Critic flag 1 matches the specific wrong value: 'mean arterial pressure of about 95 mmHg'.
PMC7850611,1,,False,True,"Critic flag 3 explicitly corrects the threshold: first-degree AV block is PR interval >200 ms, not >180 ms."
PMC7850611,2,,False,False,No HealthGuard flags. No Critic flag mentions the lesion occurring 6 months earlier vs 3 months earlier.
PMC7924145,0,,False,False,No HealthGuard flags. No Critic flag addresses the prostate/adrenal volume calculation or the specific wrong value 58 mL
PMC7924145,1,,False,False,No HealthGuard flags. No Critic flag addresses the MAP calculation or the specific wrong value 112 mm Hg vs 120 mm Hg.
PMC7924145,2,,False,True,Critic flag matched: “they were not in the more concerning range of greater than 2 times the upper limit of normal that 
PMC7937576,0,,True,False,"HealthGuard explicitly flagged the same wrong fact: ""There is narrowing of the bilateral T9/T10 neuroforamina."" Critic d"
PMC7937576,1,,False,True,"Critic flagged the exact statement containing the ADC threshold: ""...ADC below about 1.0 × 10^-3 mm^2/s..."" This matches"
PMC7937576,2,,False,False,Neither HealthGuard nor Critic flagged the incorrect conversion of 3 months to approximately 10 weeks.
PMC7954390,0,,False,False,No HealthGuard flags. No Critic flag mentions the mesalazine total daily dose 3.6 g/day vs correct 3.2 g/day.
PMC7954390,1,,False,True,"Critic flag 0 directly matches: it states the threshold should be troponin-T <14 ng/L, not ~20 ng/L."
PMC7954390,2,,False,False,No HealthGuard flags. No Critic flag mentions age at ulcerative colitis diagnosis 16 vs correct 17.
PMC7993351,0,,False,False,No flag mentions the MAP value 62 mmHg or the correct calculation of 56 mmHg.
PMC7993351,1,,True,False,"HealthGuard flag matches the specific wrong leukocyte count: ""The leukocytosis was 12,400 cells/mm3."" Critic has no flag"
